,Run,Rerun,CamCol,DAOPHOTID,ra,dec,x_u,y_u,u,uErr,chi_u,sharp_u,flag_u,x_g,y_g,g,gErr,chi_g,sharp_g,flag_g,x_r,y_r,r,rErr,chi_r,sharp_r,flag_r,x_i,y_i,i,iErr,chi_i,sharp_i,flag_i,x_z,y_z,z,zErr,chi_z,sharp_z,flag_z
72,2141,40,4,121,151.37653084,0.06750402,9999.99,9999.99,99.999,9.999,9.99,9.99,9,691.666,287.606,22.044,0.11,1.14,0.35,0,690.59,277.322,21.421,0.071,0.92,0.02,0,690.522,279.962,21.282,0.116,0.97,0.24,0,689.994,283.817,20.937,0.369,0.62,0.99,0
73,2141,40,4,98,151.37683808,0.0605823,631.654,287.13,21.92,0.229,0.43,0.69,0,628.711,290.396,20.835,0.039,1.11,-0.24,0,627.664,280.129,20.614,0.04,0.99,-0.13,0,627.583,282.753,20.489,0.047,0.78,0.02,0,627.056,286.617,20.58,0.288,0.68,0.82,0
74,2141,40,4,161,151.37687119,0.07304357,744.867,287.418,21.617,0.186,0.48,0.56,0,742.051,290.7,20.58,0.034,1.14,0.1,0,740.952,280.404,20.253,0.028,0.91,0.12,0,740.896,283.057,20.132,0.04,0.88,0.0,0,740.368,286.905,20.096,0.162,0.6,0.4,0
75,2141,40,4,131,151.37690476,0.06981041,715.493,287.726,20.581,0.08,0.52,-0.15,0,712.644,291.005,18.508,0.009,1.09,-0.04,0,711.558,280.716,17.621,0.008,0.93,0.0,0,711.495,283.361,17.291,0.008,0.68,-0.03,0,710.968,287.214,17.137,0.014,0.64,0.02,0
76,2141,40,4,49,151.37715136,0.03169528,9999.99,9999.99,99.999,9.999,9.99,9.99,9,366.006,293.232,22.565,0.175,1.15,-0.42,0,365.081,283.032,21.255,0.051,0.77,-0.35,0,364.94,285.59,19.914,0.036,0.92,-0.04,0,364.416,289.49,19.206,0.089,0.7,0.0,0
77,2141,40,4,352,151.37723398,0.19012981,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1806.979,294.008,20.602,0.03,0.99,-0.06,0,1805.388,283.438,19.655,0.02,0.97,-0.01,0,1805.571,286.358,19.266,0.018,0.69,0.04,0,1805.035,290.06,19.056,0.108,0.87,-0.3,0
78,2141,40,4,187,151.37724133,0.07703959,781.173,290.777,21.829,0.2,0.43,-0.88,0,778.398,294.065,20.831,0.03,0.82,-0.17,0,777.282,283.76,20.427,0.039,1.12,-0.07,0,777.234,286.421,20.305,0.054,1.03,0.09,0,776.707,290.265,20.185,0.206,0.71,-0.09,0
79,2141,40,4,242,151.37752718,0.09630881,9999.99,9999.99,99.999,9.999,9.99,9.99,9,953.671,296.666,22.685,0.156,0.93,0.32,0,952.475,286.316,21.1,0.059,1.02,-0.23,0,952.466,289.021,20.88,0.078,0.9,-0.26,0,951.938,292.841,20.549,0.21,0.51,0.31,0
80,2141,40,4,231,151.37759192,0.09021928,900.921,293.946,20.772,0.092,0.52,-0.55,0,898.28,297.253,19.51,0.013,0.92,-0.02,0,897.109,286.918,18.953,0.015,1.11,-0.07,0,897.088,289.609,18.73,0.017,0.88,0.07,0,896.56,293.436,18.625,0.047,0.61,-0.11,0
81,2141,40,4,174,151.37829341,0.07477575,9999.99,9999.99,99.999,9.999,9.99,9.99,9,757.806,303.626,21.56,0.079,1.25,0.86,0,756.7,293.328,21.379,0.083,1.11,0.21,0,756.648,295.983,21.145,0.109,1.02,0.35,0,756.122,299.83,20.768,0.327,0.65,1.01,0
82,2141,40,4,119,151.37837673,0.06733365,692.988,301.106,21.124,0.11,0.44,0.06,0,690.115,304.381,18.995,0.01,0.93,-0.09,0,689.041,294.101,18.107,0.009,0.95,-0.07,0,688.973,296.739,17.736,0.01,0.73,-0.03,0,688.448,300.595,17.519,0.021,0.72,0.13,0
